"Refresh Statistics for the Last Day","Osveži statistiko za zadnji dan"
"Refunds","Povračila"
"Report","Poročilo"
"Reports","Poročila"
"Results","Razultati"
"Revenue","Prihodki"
"Review","Mnenje"
"Reviews","Mnenja"
"Reviews for %s","Mnenja za %s"
"Sales","Prodaja"
"Sales Report","Poročilo o prodaji"
"Search Query","Poizvedba"
"Search Terms","Pogoji iskanja"
"Select day of the month.","Izberite dan v mesecu"
"Shipping","Dostava"
"Shopping Cart","Nakupovalna košarica"
"Show Actual Values","Prikaži dejanske vrednosti"
"Show Report","Prikaži poročilo"
"Show for Current","Prikaži za tekoče"
"Specified","Določeno"
"Statistics","Statistika"
"Stock Qty","Na zalogi"
"Submitted In","Objavil v"
"Submitted On","Objavil na"
"Subtotal","Vmesni seštevek"
"Tag","Značka"
"Tag ""%s"" details","Podrobnosti ""%s"" značke"
"Tag Detail","Podrobnosti značke"
"Tag Name","Ime značke"
"Tag Use","Uporaba značke"
"Tags Submitted by %s","Značke objavil %s"
"Tags submitted to %s","Značke objavljene za %s"
"Tax","DDV"
"Title","Naslov"
"To","Za"
"Total","Skupaj"
"Total Invoiced vs. Paid Report","Poročilo o obračunanih v primerjavi s plačanimi računi"
"Total Ordered Report","Poročilo o skupaj naročenih"
"Total Refunded Report","Poročilo o skupaj povrnjenih"
"Total Shipped Report","Poročilo o skupaj dostavljenih"
"Total Tags","Značke skupaj"
"Total invoiced","Skupaj obračunano"
"Total refunded","Skupaj povrnjeno"
"Updated At","Posodobljeno ob"
"Viewed Products Grid Template","Predloga mreže ogledanih izdelkov"
"Viewed Products List Template","Predloga seznama novih izdelkov"
"Visible In","Vidno v"
"Wishlist Report","Poročilo o seznamu želja"
"Wishlist vs. Regular Order","Spisek želja v primerjavi z običajnimi naročili"
"Wishlists","Spisek želja"
"Year","Leto"
"Year-To-Date Starts","Začetek fiskalnega leta"
"Yes","Da"
"Your Recently Compared","Vaš nedavno primerjan"
"Your Recently Viewed","Vaš nedavno ogledan"
"undefined","nedoločeno"
