"Order Comment Email Template for Guest","E-pošta predloge za gosta komentarja naročila"
"Order Comments","Komantarji naročila"
"Order Credit Memos","Dobropisi naročila"
"Order Currency:","Valuta naročila:"
"Order Date","Datum naročila"
"Order Date (%s)","Datum naročila (%s)"
"Order Date: ","Datum naročila: "
"Order Date: %s","Datum naročila: %s"
"Order Details","Podrobnosti naročila"
"Order Grand Total","Skupni znesek naročila"
"Order History","Zgodovina naročila"
"Order History Info","Podatki zgodovine naročila"
"Order ID","ID naročila"
"Order Information","Podatki o naročilu"
"Order Invoices","Računi naročila"
"Order Shipments","Pošiljke naročila"
"Order Status","Stanje naročila"
"Order Statuses","Stanja naročil"
"Order Subtotal","Vmesni znesek naročila"
"Order Taxes Report Grouped by Tax Rates","Davčno poročilo naročila grupirano po davčnih stopnjah"
"Order Total","Skupaj naročilo"
"Order Totals","Skupaj naročilo"
"Order Update","Posodobi naročilo"
"Order Update for Guest","Posodobi naročilo za gosta"
"Order View","Pogled na naročilo"
"Order does not allow to be canceled.","Naročilo ne dovoli, da bi bilo preklicano."
"Order invoice","Račun naročila"
"Order object is not specified.","Objekt naročila ni določen."
"Order saving error: %s","Napaka shranjevanja naročila: %s"
"Order shipments","Pošiljke naročila"
"Order was placed using %s","Naročilo je bilo izvedeno z uporabo %s"
"Ordered","Naročeno"
"Orders","Naročila"
"Original Price","Originalna cena"
"Original order item that recurring payment profile correspondss to.","Originalna postavka naročila, ki mu ustreza profil ponavljajočih plačil."
"PDF Credit Memos","PDF dobropisi"
"PDF Invoices","PDF računi"
"PDF Packingslips","PDF dobavnice"
"PDF Print-outs","PDF izpiski"
"PDF object is not specified.","PDF objekt ni določen."
"PDF page object is not specified.","PDF stran objekta ni določen."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","PDF skupni model bi moral razširiti Mage_Sales_Model_Order_Pdf_Total_Default"
"Packingslip # ","Dobavnica # "
"Paid","Plačano"
"Paid Amount","Plačan znesek"
"Parent Transaction ID","ID nadrejene transakcije"
"Parent transaction ID must have a transaction ID.","ID naderejen transakcije mora imeti ID transakcije."
"Partial","Delno"
"Payment Failed","Plačilo ni uspelo"
"Payment Information","Podatki o plačilu"
"Payment Method","Način plačila"
"Payment Method Name","Ime načina plačila"
"Payment Method:","Način plačila:"
"Payment Review","Pregled plačila"
"Payment disallow storing objects.","Plačilo ne dovoli shranjevanja objaktov."
"Payment transactions disallow storing objects.","Transakcija plačila ne dovoli shranjevanja objaktov."
"Payment type","Tip plačila"
"Payment update has been made.","Posodobitev plačila je izvedena."
"Pending","Čakajoč"
"Pending Payment","Čakajoče plačilo"
"Period","Obdobje"
"Place Order Using Billing Agreements","Naroči z uporabo pogodbe o plačevanju"
"Placed from IP","Izveden iz IP"
"Please Select Products to Add","Prosimo, izberite izdelke, ki jih želite dodati"
"Please Select a Customer","Prosimo, izberite stranko"
"Please Select a Store","Prosimo, izberite trgovino"
"Please define PDF object before using.","Prosimo, določite PDF objekt pred uporabo."
"Please enter positive number in this field.","Prosimo, vnesite pozitivno število v to polje."
"Please specify a valid grid column alias name that exists in grid table.","Prosimo, navedite veljavno ime vzdevka stolpca mreže, ki obstaja v tabeli mreže."
"Price","Cena"
"Print","Natisni"
"Print All","Natisni vse"
"Print All Invoices","Natisni vse račune"
"Print All Refunds","Natisni vsa povračila"
"Print All Shipments","Natisni vse pošiljke"
"Print Credit Memos","Natisni dobropise"
"Print Invoice","Natisni račun"
"Print Invoices","Natisni račune"
"Print Order","Natisni naročilo"
"Print Order # %s","Natisni naročilo # %s"
"Print Packingslips","Natisni dobavnice"
"Print Refund","Natisni povračilo"
"Print Shipment","Natisni pošiljke"
"Processing","Obdelujem"
"Product","Izdelek"
"Product Name","Ime izdelka"
"Products","Izdelki"
"Products Bestsellers Report","Poročilo najuspešnejših izdelkov"
"Products in Comparison List","Izdelki na primerjalnem seznamu"
"Profile #%s","Profil #%s"
"Profile Information","Podatki o profilu"
"Profile State","Stanje profila"
"Profit","Zaslužek"
"Promotion Coupons Usage Report","Poročilo o uporabi promocijskih kuponov"
"Proper payment object must be set.","Nastavljen mora biti pravilen objekt plačila"
"Purchased From","Kupljeno od"
"Purchased From (Store)","Kupljeno od 8 trgovina )"
"Purchased Item","Kupljeni izdelki"
"Purchased On","Kupljeno"
"Qty","Količina"
"Qty Invoiced","Zaračunana količina"
"Qty Ordered","Naročena količina"
"Qty Shipped","Dostavljena količina "
"Qty To Add","Količina, ki jo je potrebno dodati"
"Qty to Add","Količina, ki jo je potrebno dodati"
"Qty to Invoice","Količina, ki jo je potrebno zaračunati"
"Qty to Refund","Količina, ki jo je potrebno povrniti"
"Qty to Ship","Količina, ki jo je potrebno dostaviti"
"Quantity Ordered","Naročena količina"
"Rate","Stopnja"
"Recent Orders","Nedavna naročila"
"Recently Compared Products","Nedavno primerjani izdelki"
"Recently Viewed","Nedavno ogledani"
"Recently Viewed Products","Nedavno ogledani izdelki"
"Recurring Profile # %s","Ponavljajoči profil # %s"
"Recurring Profile Initial Fee","Vstopna provizija ponavljajočega profila"
"Recurring Profiles","Ponavljajoči profili"
"Recurring Profiles (beta)","Ponavljajoči profili (beta)"
"Reference ID","ID reference"
"Reference ID:","ID reference:"
"Refresh","Osveži"
"Refund","Povračilo"
"Refund #","Povračilo #"
"Refund #%s","Povračilo #%s"
"Refund Amount","Znesek povračila"
"Refund Offline","Povračilo offline"
"Refund Shipping","Dostava povračila"
"Refund Shipping (Excl. Tax)","Dostava povračila (brez DDV)"
"Refund Shipping (Incl. Tax)","Dostava povračila (z DDV)"
"Refund Totals","Skupno povračil"
"Refunded","Povrnjeno"
"Refunded amount of %s offline.","Povrnjen znesek %s offline"
"Refunded amount of %s online.","Povrnjen znesek %s online"
"Refunds","Povračila"
"Registered a Void notification.","Registrirano razveljavljeno obvestilo"
"Registered notification about approved payment.","Registrirano obvestilo o odobrenemu plačilu."
"Registered notification about authorized amount of %s.","Registrirano obvestilo o potrjenem znesku %s."
"Registered notification about captured amount of %s.","Registrirano obvestilo o zajetem znesku %s."
"Registered notification about denied payment.","Registrirano obvestilo o zavrnjenem plačilu."
"Registered notification about refunded amount of %s.","Registrirano obvestilo o povrnjenem plačilu %s."
"Registered update about approved payment.","Registrirana posodobitev o odobrenem plačilu."
"Registered update about denied payment.","Registrirana posodobitev o zavrnjenem plačilu."
"Regular Payment","Redna plačila"
"Related Orders","Povezana naročila"
"Remove","Odstrani"
"Remove Coupon Code","Odstrani kodo kupona"
"Remove tracking number","Odstrani številko sledenja"
"Reorder","Ponovno naročilo"
"Retrieve invoice info","Pridobi podatke o računu"
"Retrieve invoice information","Pridobi podatke o računu"
"Retrieve list of invoices by filters","Pridobi spisek računov po filtrih"
"Retrieve list of orders by filters","Pridobi spisek računov po filtrih"
"Retrieve list of shipments by filters","Pridobi spisek pošiljk po filtrih"
"Retrieve order information","Pridobi podatke o naročilu "
"Retrieve orders info","Pridobi podatke o naročilu "
"Retrieve shipment info","Pridobi podatke o pošiljki"
"Retrieve shipment information","Pridobi podatke o pošiljki"
"Return to Stock","Vrnjeno v zalogo"
"Returned","Vrnjeno"
"Revenue","Prihodki"
"Row Subtotal","Vmesni seštevek v vrsti"
"Row Total","Skupaj v vrsti"
"SHIP TO:","DOSTAVI NA:"
"SKU","Šifra"
"SOLD TO:","PRODANO:"
"Sales","Prodaja"
"Sales Discount","Prodaja s popustom"
"Sales Emails","E-pošta prodaje"
"Sales Emails Section","Oddelek e-pošte prodaje"
"Sales Invoice Print View","Pogled na tiskanje računa prodaje"
"Sales Items","Prodajni izdelki"
"Sales Order Print View","Pogled na tiskanje naročil prodaje"
"Sales Section","Oddelek prodaje"
"Sales Shipment Print View","Pogled na tiskanje pošiljke prodaje"
"Sales Shipping","Pošiljke prodaje"
"Sales Tax","Davek prodaje"
"Sales Total","Skupaj prodaja"
"Same As Billing Address","Enak kot naslov za plačevanje"
"Save and Close Message","Shrani in zapri sporočilo"
"Save in address book","Shrani v imenik"
"Schedule","Urnik"
"Select from existing customer addresses:","Izberi med obstoječimi naslovi stranke:"
"Send Credit Memo Comment Email Copy To","Pošlji kopijo E-pošte komentarja dobropisa"
"Send Credit Memo Email Copy To","Pošlji kopijo E-pošte dobropisa"
"Send Email","Pošlji e-pošto"
"Send Invoice Comment Email Copy To","Pošlji kopijo E-pošte komentarja računa"
"Send Invoice Email Copy To","Pošlji kopijo E-pošte računa"
"Send Order Comment Email Copy To","Pošlji kopijo E-pošte komentarja naročila"
"Send Order Email Copy Method","Pošlji kopijo E-pošte načina naročila"
"Send Order Email Copy To","Pošlji kopijo E-pošte naročila"
"Send Sales Emails","Pošlji prodajno E-pošto"
"Send Shipment Comment Email Copy To","Pošlji kopijo E-pošte komentarja pošiljke"
"Send Shipment Email Copy To","Pošlji kopijo E-pošte pošiljke"
"Send Tracking Information","Pošlji podatke o sledenju"
"Set order for existing transactions not allowed","Pripravljeno naročilo za obstoječo transakcijo ni dovoljeno"
"Ship","Pošlji"
"Ship To","Pošlji na"
"Ship to Name","Pošlji na ime"
"Shipment","Pošiljka"
"Shipment #","Pošiljka #"
"Shipment #%1$s | %3$s (%2$s)","Pošiljka #%1$s | %3$s (%2$s)"
"Shipment #%s","Pošiljka #%s"
"Shipment Comment Email Sender","E-pošta pošiljatelja komentar pošiljke"
"Shipment Comment Email Template","E-poštna predloga komentar pošiljke"
"Shipment Comment Email Template for Guest","E-poštna predloga komentar pošiljke za gosta"
"Shipment Comments","Komentarji pošiljke"
"Shipment Email Sender","E-pošta pošiljatelja pošiljke"
"Shipment Email Template","E-poštna predloga pošiljke"
"Shipment Email Template for Guest","E-poštna predloga pošiljke za gosta"
"Shipment Update","Posodobitev pošiljke"
"Shipment Update for Guest","Posodobitev pošiljke za gosta"
"Shipments","Pošiljke"
"Shipped","Dostavljeno"
"Shipped By","Dostavljeno s/z"
