"An error occurred while updating the selected review(s).","Prišlo je do napake med posodabljanjem izbranih mnenj."
"Any","Katerikoli"
"Any Attribute Set","Katerakoli skupina atributov"
"Any Group","Katerakoli skupina"
"Any Status","Katerokoli stanje"
"Any Store","Katerakoli trgovina"
"Any Type","Katerikoli tip"
"Any Visibility","Katerakoli vidljivost"
"Archive file name:","Arhivsko ime datoteke."
"Are you sure that you want to delete this template?","Ali ste prepričani, da želite izbrisati to predlogo?"
"Are you sure that you want to strip tags?","Ali ste prepričani, da želite skrajšati oznako?"
"Are you sure you want to do this?","Ali ste prepričani, da želite to narediti?"
"Area","Področje"
"Assigned","Dodeljeno"
"Associated Tags","Povezane oznake"
"Attribute Set Name:","Ime skupine atributov:"
"Attributes","Atributi"
"Authors","Avtorji"
"Automatic","Samodejno"
"Available Products","Izdelki na voljo"
"Average Order Amount","Povprečen znesek naročila"
"Average Orders","Povprečna naročila"
"Back","Nazaj"
"Back to Login","Nazaj na prijavo"
"Backup","Varnostna kopija"
"Backup record was deleted.","Zapis varnostne kopije je odstranjen."
"Backups","Varnostne kopije"
"Base currency","Osnovna valuta"
"Bcc","Skrita kopija"
"Bestsellers","Najbolj prodajano"
"Big Image","Velika slika"
"Billing Address","Naslov za plačilo"
"Billing Address: ","Naslov za plačilo:"
"Billing Agreement","Pogodba o plačevanju"
"Billing Agreements","Pogodbe o plačevanju"
"Block Information","Informacije o blokiranju"
"Both (without and with tax)","Oboje (brez in z DDV)"
"Both IPN and PDT","Tako IPN kot tudi PDT"
"Browse Files...","Išči datoteke …"
"Bundle Items","Povezani izdelki"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Komplet z dinamično oblikovanimi cenami ne more vključevati opredeljenih možnosti po meri. Možnosti ne bodo shranjene."
"CMS","CMS"
"CRITICAL","KRITIČNO"
"CSV","CSV"
"CSV / Tab separated","CSV / Ločeno s tabulatorjem"
"Cache Control","Nadzor predpomnilnika"
"Cache Control (beta)","Nadzor predpomnilnika (beta)"
"Cache Management","Urejanje predpomnilnika"
"Cache Type","Tip predpomnilnika"
"Cancel","Prekliči"
"Cannot add new comment.","Ne morem dodati novega komentarja."
"Cannot add tracking number.","Ne morem dodati številke sledenja"
"Cannot create an invoice without products.","Ne morem ustvariti računa brez izdelkov."
"Cannot create credit memo for the order.","Ne morem ustvariti dobropisa za naročilo."
"Cannot delete the design change.","Ne morem odstraniti sprememb oblikovanja."
"Cannot delete tracking number.","Ne morem odstraniti številke sledenja."
"Cannot do shipment for the order separately from invoice.","Dokument o dostavi ni možno kreirati ločeno od računa."
"Cannot do shipment for the order.","Dokument o dostavi ni možno kreirati za naročilo."
"Cannot find the email address.","Ne najdem E-poštnega naslova."
"Cannot initialize shipment for adding tracking number.","Ne morem inicializirati dokumenta o dostavi za dodajanje številke sledenja."
"Cannot initialize shipment for delete tracking number.","Ne morem inicializirati dokumenta o dostavi za odstranjevanje številke sledenja."
"Cannot load track with retrieving identifier.","Ne morem naložiti sledi z identifikatorjem pridobivanja"
"Cannot retrieve tracking number detail.","Ne morem pridobiti podrobnosti številke sledenja."
"Cannot save shipment.","Ne morem shraniti dokumenta o dostavi."
"Cannot save the credit memo.","Ne morem shraniti dobropisa."
"Cannot send shipment information.","Ne morem poslati podatkov o pošiljki."
"Cannot update item quantity.","Ne morem posodobiti količine izdelkov."
"Cannot update the item\'s quantity.","Ne morem posodobiti količine izdelkov."
"Card Verification Number","Potrditvena številka kartice"
"Catalog","Katalog"
"Catalog Price Rules","Pravila cen kataloga"
"Catalog Rewrites","Pravila kataloga"
"Categories","Kategorije"
"Category:","Kategorija:"
"Channel","Kanal"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Tabela je onemogočena. Če želite omogočiti tabelo, kliknite <a href=""%s"">tukaj</a>."
"Checkbox","Potrditveno polje"
"Child Transactions","Podrejene transakcije"
"Choose Store View","Izberi pogled trgovine"
"Choose an attribute","Izberi atribut"
"Chosen product does not associated with any website.","Izbrani izdelki niso v povezavi z nobeno trgovino."
"Clear","Počisti"
"Close","Zapri"
"Comment text field cannot be empty.","Polje besedila komentarja ne more biti prazno. "
"Comments History","Zgodovina komentarjev"
"Complete","Zaključeno"
"Configuration","Konfiguracija"
"Confirmed email:","Potrjena E-pošta:"
"Connect with the Magento Community","Poveži se z Magento skupnoostjo"
"Contents","Vsebina"
"Convert to Plain Text","Pretvori v golo besedilo"
"Cookie (unsafe)","Piškotek (nevarno)"
"Country","Država"
"Country:","Država:"
"Coupons","Kuponi"
"Create","Ustvari"
"Create DB Backup","Ustvari DB varnostno kopijo"
"Create New Attribute","Ustvari nov atribut"
"Create URL Rewrite:","Ustvari URL pravilo:"
"Created At","Ustvarjeno"
"Credit Card Number","Številka kreditne kartice"
"Credit Card Number: xxxx-%s","Številka kreditne kartice: xxxx-%s"
"Credit Card Type","Tip kreditne kartice"
"Credit Card Type: %s","Tip kreditne kartice: %s"
"Credit Memo History","Zgodovina dobropisov"
"Credit Memo Totals","Seštevek dobropisov"
"Credit Memos","Dobropisi"
"Credit memo #%s comment added","Dobropisu #%s je dodan komentar"
"Credit memo #%s created","Ustvarjen dobropis #%s "
"Credit memo\'s total must be positive.","Seštevek dobropisov mora biti pozitiven"
"Currency","Valuta"
"Currency Information","Podatki o valuti"
"Currency Setup Section","Oddelek z nastavitvami valute"
"Current Configuration Scope:","Trenutno področje konfiguracije:"
"Current Month","Tekoči mesec"
"Custom","Po meri"
"Custom Variable ""%s""","Spremenljivka po meri""%s"""
"Custom Variables","Spremenljivke po meri"
"Customer","Stranka"
"Customer Group:","Skupina stranke"
"Customer Groups","Skupine stranke"
"Customer Name","Ime stranke"
"Customer Reviews","Mnenja stranke"
"Customer Shopping Carts","Nakupovalne košarice stranke"
"Customer Since:","Stranka od:"
"Customer Tax Classes","Davčna stopnja stranke"
"Customer with the same email already exists.","Stranka s tem elektronskim naslovom že obstaja."
"Customers","Stranke"
"Customers by Number of Orders","Stranke po številu naročil"
"Customers by Orders Total","Stranke po seštevku naročil"
"DHTML Date/Time Selector","DHTML Date/Time izbirnik"
"Dashboard","Nadzorna plošča"
"Data Format","Format podatkov"
"Data transfer:","Prenos podatkov:"
"Date","Datum"
"Date & Time","Datum in čas"
"Date Added","Datum vpisa"
"Date Updated","Datum posodobitve"
"Date selection:","Izbira datuma:"
"Date selector","Izbira datuma"
"Day","Dan"
"Decimal separator:","Decimalno ločilo:"
"Default (Admin) Values","Privzete (adiministratorjeve) vrednosti"
"Default Billing Address","Privzet naslov za plačilo"
"Default Config","Privzete nastavitve"
"Default Template from Locale","Privzeta predloga lokalnih parametrov"
"Default Values","Privzete vrednosti"
"Default display currency ""%s"" is not available in allowed currencies.","Privzeta prikazana vrednost ""%s"" ni na voljo med dovoljenimi valutami."
"Default scope","Privzeto področje"
"Delete","Odstrani"
"Delete %s","Odstrani %s"
"Delete %s '%s'","Odstrani %s '%s'"
"Delete File","Odstrani datoteko"
"Delete Image","Odstrani sliko"
"Delete Profile","Odstrani profil"
"Delete Role","Odstrani vlogo"
"Delete Store","Odstrani trgovino"
"Delete Store View","Odstrani pogled trgovine"
"Delete Template","Odstrani predlogo"
"Delete User","Odstrani uporabnika"
"Delete Website","Odstrani spletno stran"
"Description","Opis"
"Design","Oblikovanje"
"Design Section","Oddelek za oblikovanje"
"Details","Podrobnosti"
"Developer Section","Oddelek za razvijalce"
"Direction:","Smer:"
"Disable","Onemogoči"
"Disabled","Onemogočeno"
"Display %s first","Najprej prikaži %s "
"Display default currency","Prikaži privzeto valuto"
"Distributed under GNU LGPL. See %s for details.","Distribuirano po GNU LGPL. Glej %s detajle."
"Do you really want to KILL parallel process and start new indexing process?","Ali res želite ZAPRETI vzporedne procese in začeti z novim indeksiranjem?"
"Download","Prenos"
"Downloads","Prenosi"
"Drag to move","Povleci za premik"
"Drop-down","Spustni meni"
"Edit","Uredi"
"Edit Design Change","Uredi spremembe oblikovanja"
"Edit Email Template","Uredi predlogo E-pošte"
"Edit Poll","Uredi anketo"
"Edit Queue","Uredi čakalno vrsto"
"Edit Review","Uredi mnenje"
"Edit Role","Uredi vlogo"
"Edit Store View","Uredi pogled trgovine"
"Edit System Template","Uredi sistemsko predlogo"
"Edit Template","Uredi predlogo"
"Edit URL Rewrite","Uredi URL pravilo"
"Edit User","Uredi uporabnika"
"Edit User '%s'","Uredi uporabnika '%s'"
"Edit Website","Uredi spletno stran"
"Email","E-pošta"
"Email Address:","E-poštni naslov:"
"Email Preview","Predogled E-pošte"
"Email to a Friend","Polji E-pošto prijatelju"
"Email:","E-pošta:"
"Enable","Omogoči"
"Enabled","Omogočeno"
"Enclose Values In:","Vključi vrednosti v:"
"Entity Type","Tip objekta"
"Entity type:","Tip objekta:"
"Excel","Excel"
"Excl. Tax","Brez DDV"
"Expiration Date","Datum veljavnosti"
"Expiration Date: %s/%s","Datum veljavnosti: %s/%s"
"Export","Izvoz"
"Export CSV","Izvoz v CSV"
"Export Filters","Izvoz filtrov"
"Export to:","Izvozi v:"
"Export:","Izvoz:"
"Extension","Razširitev"
"Extensions","Razširitve"
"FTP Host[:Port]","FTP gostitelj[:Port]"
"Failed to add a product to cart by id ""%s"".","Napaka pri dodajanju izdelka v košarico z ID""%s""."
"Failed to cancel the billing agreement.","Napaka pri preklicu pogodbe o plačevanju."
"Failed to clear the JavaScript/CSS cache.","Napaka pri čiščenju JavaScript/CSS predpomnilnika."
"Failed to delete the billing agreement.","Napaka pri odstranjevanju pogodbe o plačevanju"
"Failed to update the profile.","Napaka pri posodobitvi profila."
"Field","Polje"
"Field Mapping","Preslikava polj"
"File","Datoteka"
"File Information","Podatki o datoteki"
"File name:","Ime datoteke:"
"File size should be more than 0 bytes","Velikost datoteke bi morala biti večja od 0 bytov"
"Files","Datoteke"
"Final Price","Končna cena"
"Finished profile execution.","Izvedba profila končana."
"First Invoice Created Date","Datum izdaje prvega računa"
"First Name","Ime"
"First Name is required field.","Ime je zahtevano polje"
"First Name:","Ime:"
"Fixed","Fiksno"
"Flush Catalog Images Cache","Sprazni predpomnilnik kataloga slik"
"Flush JavaScript/CSS Cache","Sprazni JavaScript/CSS predpomnilnik"
"For category","Za kategorijo"
"For latest version visit: %s","Za zadnjo verzijo obišči: %s"
"For product","Za izdelek"
"Forgot your password?","Ste pozabili vaše geslo ?"
"Forgot your user name or password?","Ste pozabili vaše uporabniško ime ali geslo?"
"From","Od"
"GLOBAL","GLOBALNO"
"Gb","Gb"
"General Information","Splošni podatki"
"General Section","Splošni oddelek"
"Get Image Base64","Dobi sliko Base64"
"Get help for this page","Poišči pomoč za to stran"
"Global Attribute","Globalni atribut"
"Global Record Search","Globalno iskanje"
"Global Search","Globalno iskanje"
"Go Today","Pojdi danes"
"Google Base","Google Base"
"Google Base Items","Google Base izdelki"
"Google Sitemaps","Google zemljevid strani"
"Grand Total","Skupni znesek"
"Grid (default) / List","Mreža ( privzeto )/ seznam"
"Grid Only","Samo mreža"
"Group:","Skupina:"
"Go to messages inbox","Pojdi v poštni nabiralnik"
"Guest","Gost"
"HTTP (unsecure)","HTTP (nezavarovano)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Pomagajte nam ohraniti Magento zdrav - prijavite vse hrošče"
"Home","Domov"
"ID","ID"
"ID Path","ID pot"
"IP Address","IP naslov"
"IPN (Instant Payment Notification) Only","IPN (Instant Payment Notification)"
"If this message persists, please contact the store owner.","Če se to sporočilo pojavi večkrat, prosimo, kontaktirajte lastnika trgovine."
"Ignore","Prezri"
"Images","Slike"
"Images (.gif, .jpg, .png)","Slike (.gif, .jpg, .png)"
"Images Cache","Predpomnilnik slik"
"Import","Uvoz"
"Import Service","Uvozna storitev"
"Import and Export","Uvoz in izvoz"
"Import and Export Tax Rates","Uvoz in izvoz davčnih stopenj"
"Import/Export","Uvoz/izvoz"
"Import/Export Advanced","Napredni uvoz/izvoz"
"Import/Export Profile","Uvozi/izvozi profil"
"Imported <strong>%s</strong> records","Uvoženi <strong>%s</strong> zapisi"
"In","V"
"In Database:","V podatkovni bazi"
"In File:","V datoteki:"
"Inactive","Neaktivno"
"Incl. Tax","Z DDV"
"Include","Vključno z"
"Incoming Message","Prihajajoče sporočilo"
"Insert Variable...","Vstavi spremenljivko ..."
"Interactive","Interaktivno"
"Interface Locale: %s","Jezikovni vmesnik: %s"
"Invalid Form Key. Please refresh the page.","Neveljavna oblika ključa. Prosimo, osvežite stran."
"Invalid Import Service Specified","Navedena je neveljavna uvozna storitev."
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Neveljaven POST podatkov (prosimo preverite post_max_size and upload_max_filesize nastavitve v vaši php.ini datoteki)."
"Invalid Secret Key. Please refresh the page.","Neveljaven skrivni ključ. Prosmo, osvežite stran."
"Invalid Username or Password.","Neveljavno uporabniško ime ali geslo."
"Invalid directory: %s","Neveljaven imenik: %s"
"Invalid email address ""%s"".","Neveljaven e-poštni naslov ""%s""."
"Invalid file: %s","Neveljavna datoteka: %s"
"Invalid input data for %s => %s rate","Neveljaven vnos podatkov za %s => %s stopnjo"
"Invalid parent block for this block","Neveljaven nadrejeni blok za ta blok"
"Invalid parent block for this block.","Neveljaven nadrejeni blok za ta blok."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Neveljavno ime pošiljatelja ""%s"". Prosimo, uporabite samo vidne znake in presledke."
"Invalidated","Razveljavljeno"
"Inventory Stock Status","Stanje zaloge"
"Invoice #%s comment added","Računu #%s je dodan komentar"
"Invoice #%s created","Račun #%s je ustvarjen"
"Invoice History","Zgodovina računov"
"Invoice Totals","Skupaj vsi računi"
"Invoice canceling error.","Napaka pri preklicu računa"
"Invoice capturing error.","Napaka pri zajemu računa."
"Invoice voiding error.","Napaka pri razveljavitvi računa."
"Invoices","Računi"
"Is Closed","Zaprto"
"Issue Number","Številka izdaje"
"Issuer: %s","Izdajatelj: %s"
"Items","Izdelki"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS predpomnilnik"
"Kb","Kb"
"Last 24 Hours","Zadnjih 24 ur"
"Last 5 Orders","Zadnjih 5 naročil"
"Last 5 Search Terms","Zadnjih 5 iskanih izrazov"
"Last 7 Days","Zadnjih 7 dni"
"Last Credit Memo Created Date","Datum zadnjega dobropisa"
"Last Invoice Created Date","Datum zadnjega računa"
"Last Logged In (%s):","Nazadnje prijavljen (%s):"
"Last Logged In:","Nazadnje prijavljen:"
"Last Name","Priimek"
"Last Name is required field.","Priimek je zahtevano polje"
"Last Name:","Priimek:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Nazadnje osveženo: %s. Za osvežitev <a href=""%s"">statistika</a>zadnjega dne, klikni <a href=""%s"">tukaj</a>."
"Latest Message:","Zadnje sporočilo:"
"Layered Navigation Indices","Indeksi večplastne navigacije"
"Layered Navigation Indices were refreshed.","Indeksi večplastne navigacije so bili osveženi"
"Leave empty to use tax identifier","Pustite prazno, če želite uporabiti davčno številko "
"Lifetime Sales","Celotna prodaja"
"Lifetime statistics have been updated.","Celotna statistika je bila posodobljena."
"Links","Povezave"
"Links with associated products will retain only after saving current product.","Povezave s povezanimi izdelki se bodo ohranile le po shranjevnaju trenutnega izdelka. "
"List (default) / Grid","Spisek (privzeto)/ mreža"
"List Only","Samo spisek"
"Load Template","Naloži predlogo"
"Load default template","Naloži privzeto predlogo"
"Loading...","Nalagam ..."
"Local Server","Lokalni strežnik"
"Local/Remote Server","Lokalni/oddaljeni strežnik"
"Locale","Jezik"
"Log Out","Odjava"
"Log in to Admin Panel","Prijava v administratorjevo nadzorno ploščo"
"Log into Magento Admin Page","Prijava v Magento administratorjevo stran"
"Logged in as %s","Prijavljen kot %s"
"Login","Prijava"
"Low Stock","Nizka zaloga"
"MAJOR","VEČJE"
"MINOR","MANJŠE"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento administrator"
"Magento Commerce - Administrative Panel","Magento Commerce - administratorjeva nadzorna plošča"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento Logo"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento je blagovna znamka Magento Inc. Avtorske pravice; %s Magento Inc."
"Magento ver. %s","Magento verzija. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; je blagovna znamka Magento Inc.<br/>Avtorske pravice; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Prepričajte se, da je kodiranje v datoteki dosledno in shranjeno v enem od podprtih kodiranj (UTF-8 or ANSI)."
"Manage Attribute Sets","Uredi skupine atributa"
"Manage Attributes","Uredi atribute"
"Manage Categories","Uredi kategorije"
"Manage Content","Uredi vsebino"
"Manage Currency Rates","Uredi "
"Manage Customers","Uredi stranke"
"Manage Ratings","Uredi ocene"
"Manage Stores","Uredi trgovine"
"Manage Tax Rules","Uredi davčna pravila"
"Manage Tax Zones and Rates","Uredi davčne cone in stopnje"
"Manage osCommerce Orders","Uredi osCommerce naročila"
"Manage osCommerce Profiles","Uredi osCommerce profile"
"Manual","Priročnik"
"Matched Expression","Ujemajoči izrazi"
"Max","Največ"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Mediji (.avi, .flv, .swf)"
"Messages Inbox","Prejeta sporočila"
"Min","Minimalno"
"Month","Mesec"
"Most Viewed","Največkrat ogledani"
"Most Viewed Products","Največkrat ogledani izdelki"
"Multiple Select","Večkratna izbira"
"My Account","Moj račun "
"N/A","N/A"
"NOTICE","OBVESTILO"
"Name","Ime"
"Name on Card","Ime na kartici"
"Name on the Card: %s","Ime na kartici: %s"
"Name:","Ime"
"New ","Novo"
"New API Key","Nov API ključ"
"New Accounts","Novi računi"
"New Attribute","Nov atribut"
"New Block","Nov blok"
"New Category","Nova kategorija"
"New Class","Nov razred"
"New Condition","Nov pogoj"
"New Custom Variable","Nova spremenljivka po meri"
"New Customer","Nova stranka"
"New Customers","Nove stranke"
"New Design Change","Nova sprememba oblikovanja"
"New Email Template","Nova predloga E-pošte"
"New Group","Nova skupina"
"New Invoice","Nov račun"
"New Item Type","Nov tip izdelka"
"New Memo","Nova beležka"
"New Memo for #%s","Nova beležka za #%s"
"New Page","Nova stran"
"New Password","Novo geslo"
"New Poll","Nova anketa"
"New Profile","Nov profil"
"New Rate","Nova stopnja"
"New Rating","Nova ocena"
"New Review","Novo mnenje"
"New Role","Nova vloga"
"New Rule","Novo pravilo"
"New Search","Novo iskanje"
"New Set","Nov niz"
"New Shipment","Nova pošiljka"
"New Sitemap","Nov zemljevid strani"
"New Store View","Nov pogled na trgovino"
"New System Template","Nova sistemska predloga"
"New Tag","Nova oznaka"
"New Template","Nova predloga"
"New User","Nov uporabnik"
"New Variable","Nova spremenljivka"
"New Website","Nova spletna stran"
"New admin password","Novo administratorjevo geslo"
"Newsletter","E-novice"
"Newsletter Problems","Težave E-novic"
"Newsletter Queue","Čakalna vrsta E-novic"
"Newsletter Subscribers","Naročniki na E-novice"
"Newsletter Templates","Predloge E-novic"
"Next month (hold for menu)","Naslednji mesec (zadrži klik za meni)"
"Next page","Naslednja stran"
"Next year (hold for menu)","Naslednje leto (zadrži klik za meni)"
"No","Ne"
"No (price without tax)","Ne (cena brez davka)"
"No Data Found","Podatki niso najdeni"
"No Templates Found","Predloga ni najdena"
"No change","Ni sprememb"
"No information available.","Podatki niso na voljo"
"No profile loaded...","Naložen ni noben profil ..."
"No records found for this period.","Nobenih podatkov za to obdobje ni bilo najdenih."
"No records found.","Ni najdenih zapisov."
"No report code specified.","Koda poročila ni določena."
"No search keywords.","Ni ključnih besed iskanja"
"No search modules were registered","Iskalni moduli niso registrirani"
"None","Noben"
"Note:","Opomba:"
"Notes","Opombe"
"Notifications","Obvestila"
"Number of Orders","Število naročil"
"Number of Uses","Število uporab"
"Number of records:","Število zapisov:"
"Old rate:","Stara stopnja:"
"One or more of the Cache Types are invalidated:","En ali več tipov predpomnilnika so nepreverjeni:"
"Online Customers","Spletne stranke"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Na voljo so samo atributi s področjem ""Globalno"", tipom vnosa ""Spustni meni"" in Uporabi za ustvarjanje izdelka z možnostjo konfiguracije ""Da""."
