"Session Storage Options","Možnosti shranjevanja seje"
"Setting preferred state to: %s","Željena nastavitev položaja v: %s"
"Skip Base URL Validation Before the Next Step","Preskoči osnovni URL potrditev pred naslednjim korakom"
"Skip Secure URL validation before next step","Preskoči varen URL potrditev pred naslednjim korakom"
"Tables Prefix","Predpona tabel"
"The URL ""%s"" is invalid.","URL ""%s"" ni veljevan"
"The URL ""%s"" is not accessible.","URL ""%s"" ni dostopen."
"The database server version does not match system requirements (required: %s, actual: %s).","Verzija strežnika podatkovne baze se ne ujema s sistemskimi zahtevami (pričakovano:% s, dejansko:% s). "
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","Predpona tabel bi morala vsebovati le črke (a-z), števila (0-9) ali podčrtaje (_), prvi znak mora biti črka."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","Prišlo je do težave pri nameščanju Magento paketov. Prosimo, preberite dnevnik, popravite napake in poskusite znova. "
"Time Zone","časovni pas"
"Use Secure URLs (SSL)","Uporabite varne URL-je (SSL)"
"Use Web Server (Apache) Rewrites","Uporabite spletni strežnik (apache) pravila"
"User Name","Uporabniško ime"
"User Password","Uporabniško geslo"
"Username","Uporabniško ime"
"Validation","Preverjanje"
"Web access options","Možnosti dostopa do spleta"
"Welcome","Dobrodošli"
"Welcome to Magento's Installation Wizard","Dobrodošli v Magento čarovnika za nameščanje"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Lahko določite vrata strežnika, prime: localhost:3307 <br /> Če ne uporabljate privzete vtičnice UNIX, jo lahko navedete tukaj namesto gostitelja, npr:. / var / run / mysqld / mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Lahko mogočite to možnost, da uporabite opravilno funkcionalnost spletnega strežnika  za boljšo optimizacijo iskalnikov."
"You're All Set","Vse je pripravljeno"
"You're All Set!","Vse je pripravljeno!"
