"File doesn\'t exist ""%s"".","Datoteka ne obstaja ""%s""."
"First Name","Ime"
"Flurry Analytics","Flurry Analiza"
"Flurry Analytics Site","Flurry analiza - stran"
"Flurry Api Code","Flurry Api koda"
"Fonts","Pisave"
"Free","Brezplačno"
"Funk Leaf","Funk Leaf"
"General","Splošno"
"Get Activation Key","Dobi ključ za aktivacijo"
"Get Content from CMS Page","Dobi obrazec za vsebino iz CMS strani"
"Grand Total (Excl. Tax)","Skupaj (brez DDV)"
"Grand Total (Incl. Tax)","Skupaj (z DDV)"
"Guest","Gost"
"Header Background Color","Barva ozadja pri glavi strani"
"Header Font Color","Barva pisave v glavi strani"
"Home","Domov"
"Hot Red","Vroča rdeča"
"ID","ID"
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.","Ikona, ki se bo prikazala na uporabnikovem telefonu, ko si bo naložil vašo aplikacijo. Ni vam potrebno potrjevati gradientov (to je samodejno potrjeno s strani Apple).  Priporočena velikost: 57px x 57px in 72 dpi."
"Icons","Ikone"
"If leave this field empty, the message will be sent immediately","Če boste pustili to polje prazno, bo sporočilo poslano nemudoma"
"Image file was not found.","Datoteka slike ni bila najdena."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Slike, ki se bo prikazala na ekranu medtem ko se aplikacija nalaga. Priporočena velikost: 320px x 460px."
"Images","Slike"
"In Queue","V vrsti"
"In Stock","INa zalogi
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Da bi ponovno potrdili svojo aplikacijo, morate najprej kupiti <a href=""%s"" target=""_blank"">%s</a> pri MagentoCommerce"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Da bi potrdili svojo aplikacijo, morate najprej kupiti <a href=""%s"" target=""_blank"">%s</a> pri MagentoCommerce"
"Inactive Tabs","Neaktivni zavihki"
"Invalid XML.","Neveljaven XML."
"Invalid current password.","Neveljavno geslo."
"Invalid customer data.","Neveljavni podatki o stranki."
"Invalid data.","Neveljavni podatki."
"Invalid email address.","Neveljaven elektronski naslov."
"Invalid item or wishlist.","Neveljaven izdelek ali lista želja."
"Invalid login or password.","Neveljavno uporabniško ime ali geslo."
"Invalid shipping method.","Neveljaven način dostave."
"Issue Number","Število težave"
"It\'s not allowed to delete submitted application.","Potrjene aplikacije ni dovoljeno brisati."
"Item has been added to cart.","Izdelek je bil dodan v košarico."
"Item has been deleted from cart.","Izdelek je bil odstranjen iz košarice."
"Item has been removed from wishlist.","Izdelek je bil odstranjen z liste želja."
"Items were updated. But can\'t update wishlist.","Izdelki so bili posodobljeni. Vendar ne morem posodobiti liste želja."
"Key","Ključ"
"Keywords","Ključne besede"
"Label","Oznaka"
"Large iTunes Icon","Velika iTunes ikona"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Required size: 512px x 512px.","Velika ikona, ki se pojavi na iTunes App trgovini. Ni vam potrebno posebej potrjevati gradientov (to je samodejno potrjeno s strani Apple). Priporočena velikost: 512px x 512px."
"Last Name","Priimek"
"Loader Splash Screen","Nalagalnik pozdravnega zaslona"
"Log In","Prijava"
"Login and password are required.","Uporabniško ime in geslo sta obvezna."
"Logo in Header","Logo v glavi"
"Logout complete.","Uspešno ste se odjavili."
"MEP is PayPal`s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>","MEP je PayPal-ov osnovni način za zaključek načina za iPhone. Lahko izbirate med uporabo MEP standardnega postopka zaključka naročila, ali uporabite svoj način za zaključek naročila.. PayPal MEP zahteva a <a href=""%s"">PayPal poslovni račun</a>"
"Mailbox title","Naziv poštnega nabiralnika"
"Main Tabs","Glavni zavihki"
"Make Inactive","Naredi neaktivno"
"Make this app available in the following territories","Naredi to aplikacijo na voljo na sledečih področjih"
"Manage Apps","Upravljanje aplikacije"
"Manage Mobile App","Upravljanje mobilne aplikacije"
"Maximum length is 140","Max dolžina je 140"
"Maximum length is 255","Max dolžina je 255"
"Merchant Label","Oznaka trgovca"
"Message Queue","Vrsta sporočil"
"Message Settings","Nastavitev sporočil"
"Message Templates","Predloge sporočil"
"Message Title","Naziv sporočila"
"Message Type","Tip sporočilae"
"Message can not be edited when it\'s status NOT is ""IN QUEUE"".","Sporočilo ni možno urejati medtem ko je njegov status NOT ""V VRSTI""."
"Message content","Vsebina sporočila"
"Message title","Naziv sporočila"
"Messages cannot be sent more than %d times in an hour.","Sporočilo ne more biti poslati več kot %d -krat na uro."
"Mobile","Mobilnik"
"More","Več"
"More Info","Več informacij"
"More Tabs","Več zavihkov"
"Name on Card","Ime na kartici"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize.","Naziv, ki se pojavi nad vašo aplikacijo ko jo uporabnik namesti. Priporočamo uporabo imena ki je dolgo med 10 - 12 znakov in jo bo uporabnik prepoznal."
"New AirMail Message","Novo AirMail sporočilo"
"New AirMail Message Queue","Novo AirMail sporočilo v vrsti"
"New App","Nova aplikacija"
"New Password","Novo geslo"
"New Template","Nova predloga"
"No items were specifed to update.","Nobenih elementov ni določenih za posodobitev."
"No items were updated.","Nobeni elementi niso bili posodobljeni."
"No product selected.","Noben produkt ni izbran."
"No such file ""%s"".","Ni takšne datoteke ""%s""."
"Not Submitted","Ni potrjeno"
"One or more keywords that describe your app. Keywords are matched to users` searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.","Ena ali več ključnih besed, ki opisuje vašo aplikacijo. Ključne besede se ujemajo z iskalnimi nizi uporabnikov v App trgovini in pomaga vrniti natančne rezultate iskanja. Ključne besede ločite z vejico. Dovoljeno največ do 100 znakov."
"Onepage checkout is disabled.","Zaključek naročila na eni strani je onemogočen."
"Only free apps are allowed in this version.","Za to verzijo so dovoljene le brezplačne aplikacije."
"Options menu items","Možnosti menija"
"POST data is not valid.","Objava podatkov ni veljavna."
"Pages","Strani"
"Password","Geslo"
"Password fields cannot be empty.","Polje za geslo ne sme biti prazno."
"PayPal Mobile Embedded Payment (MEP)","PayPal Mobile plačilni sistem (MEP)"
"Payment Method has been set.","Način plačila je bil nastavljen."
"Payment Methods","Načini plačila"
"Payment method was successfully set.","Način plačila je bil uspešno nastavljen."
"Paypal Merchant Account Email.","PayPal - elektronski naslov poslovnega računa."
"Paypal Merchant Account Username.","Paypal - uporabniško ime poslovnega računa."
"Please Select Application","Prosimo izberite aplikacijo"
"Please Select Device Type","Prosim izberite tip naprave"
"Please agree to all the terms and conditions before placing the order.","Prosim za potrditev, da se strinjate s pogoji poslovanja pred zaključkom naročila."
"Please enter ""App Title"".","Please enter ""Naziv aplikacije""."
"Please enter issue number or start date for switch/solo card type.","Prosimo vpišite številko izdaje ali začetni datum za tip kartice."
"Please enter the Activation Key.","Prosimo vpišite ključ za aktivacijo."
"Please enter the Copyright.","Prosimo vnesite pravice avtorske pravice."
"Please enter the Price.","Prosimo vnesite ceno."
"Please enter the Resubmission Key.","Prosim vnesite ključ za ponovno potrditev."
"Please enter the Title.","Prosimo vnesite naziv."
"Please make sure your passwords match.","Bodite pozorni, da se bosta gesli ujemali."
"Please select at least one country.","Prosimo izberite vsaj eno državo."
"Please upload  an image for ""App Background (landscape mode)"" field from Design Tab.","Prosimo naložite sliko ""App ozadje (ležeč način)"" polje od zavihka Dizajn."
"Please upload  an image for ""App Background (portrait mode)"" field from Design Tab.","Prosimo naložite sliko ""App ozadje (pokončni način)"" polje od zavihka Dizajn."
"Please upload  an image for ""App Background"" field from Design Tab.","Prosimo naložite sliko ""App ozadje"" polje od zavihka Dizajn."
"Please upload  an image for ""Banner on Home Screen"" field from Design Tab.","Prosimo naložite sliko ""Baner na domači (prvi) strani"" polje od zavihka Dizajn."
"Please upload  an image for ""Logo in Header"" field from Design Tab.","Prosimo naložite sliko ""Logo v glavi"" polje od zavihka Dizajn."
"Preset Theme","Nastavi temo"
"Preview","Predogled"
"Price","Cena"
"Price Font Color","Barva pisave za ceno"
"Primary Color","Osnovna cena"
"Primary Font Color","Osnovna barva pisave"
"Problem changing or sending password.","Težava pri spremembi ali pošiljanju gesla."
"Product Name3 ","Naziv3 produkta "
"Product Name3 1","Naziv3 produkta 1"
"Product Name3 2","Naziv3 produkta 2"
"Product is unavailable.","Produkt ni na voljo."
"Product was not specified.","Produkt ni bil definiran."
"Product(s) currently out of stock.","Produkt trenutno ni na voljo."
"Purchase Order Number","Številka naročila"
"Push Notification","Obveščanje"
"Push Title","Naziv
"Push message","Sporočilo"
"Push title","Naziv"
"Queue Date","Datum čakalne vrste"
"Queue Message","Sporočilo čakalne vrste"
"Queue does not exist.","Čakalna vrsta ne obstaja."
"Quote instance is required.","Zahtevano je navesti primer."
"Recommended size 1024px x 704px. Note: Image size affects the performance of your app.","Priporočena velikost 1024px x 704px. Pomembno: Velikost slike vpliva na delovanje vaše aplikacije."
"Recommended size 320px x 230px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Priporočena velikost 320px x 230px. Pomembno: Velikost slike vpliva na delovanje vaše aplikacije. Naj bo velikost slike manjša od 50 KB za čim bolj optimalno delovanje."
"Recommended size 320px x 258px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Priporočena velikost 320px x 258px. Pomembno: Velikost slike vpliva na delovanje vaše aplikacije. Naj bo velikost slike manjša od 50 KB za čim bolj optimalno delovanje."
"Recommended size 320px x 367px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Priporočena velikost 320px x 367px. Pomembno: Velikost slike vpliva na delovanje vaše aplikacije. Naj bo velikost slike manjša od 75 KB za čim bolj optimalno delovanje."
"Recommended size 320px x 410px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Priporočena velikost 320px x 410px. Pomembno: Velikost slike vpliva na delovanje vaše aplikacije. Naj bo velikost slike manjša od 75 KB za čim bolj optimalno delovanje."
"Recommended size 35px x 35px.","Priporočena velikost 35px x 35px."
"Recommended size 480px x 250px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Priporočena velikost 480px x 250px. Pomembno: Velikost slike vpliva na delovanje vaše aplikacije. Naj bo velikost slike manjša od 75 KB za čim bolj optimalno delovanje."
"Recommended size 768px x 294px. Note: Image size affects the performance of your app.","Priporočena velikost 768px x 294px. Pomembno: Velikost slike vpliva na delovanje vaše aplikacije."
"Recommended size 768px x 960px. Note: Image size affects the performance of your app.","Priporočena velikost 768px x 960px. Pomembno: Velikost slike vpliva na delovanje vaše aplikacije."
"Regular and confirmation passwords must be equal","Osnovno in potrditveno geslo se morata ujemati"
"Related Product Background Color","Barva ozadja pri Sorodnih izdelkih"
"Reset","Ponastavi"
"Reset Successful","Ponastavitev uspešna"
"Resubmission Key","Ključ za ponovno potrditev"
"Resubmit","Ponovno potrdi"
"Resubmit App","Ponovno potrdi aplikacijo"
"Resubmit Application","Ponovno potrdi aplikacij"
"SORT BY:","Razvrsti po:"
"Save","Shrani"
"Save Theme","Shrani temo"
"Save and Continue Edit","Shrani in nadaljuj z urejanjem"
"Save and Submit App","Shrani in potrdi aplikacijo"
"Save in address book","Shrani v imenik"
"Screens:","Zasloni:"
"Scroll Background Color","Pomakni barvo ozadja"
"Search","Išči"
"Secondary Color","Sekundarna barva"
"Secondary Font Color","Sekundarna barva pisave"
"Select Template","Izberite predlogo"
"Selected product is unavailable.","Izbran produkt ni na voljo."
"Settings","Nastavitve"
"Shipping address has been set.","Naslov za dostavo je bil nastavljen."
"Shipping method has been set.","Način dostave je bil nastavljen."
"Shop","Trgovina"
"Shopping cart is empty.","Košarica je prazna."
"Sky Blue","Sky Blue"
"Some emails were not sent.","Nekatera e-sporočila niso bila poslana."
"Sorry, no payment options are available for this order at this time.","Se opravičujemo vendar za to naročilo trenutno ni nobenen način plačila na voljo."
"Sorry, no quotes are available for this order at this time.","Se opravičujemo vendar za to naročilo trenutno ni nobenih navedb na voljo."
"Specified address does not exist.","Naveden naslov ne obstaja."
"Specified invalid app code.","Navedena koda aplikacije ni pravilna."
"Specified invalid data.","Navedeni podatki niso pravilni."
"Specified item does not exist in wishlist.","Navedeni izdelki ne obstajajo na listi želja."
"Standard Checkout","Standardni zaključek naročila"
"Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)","Standardni zaključek naročila uporablja metode s strani Magenta. Podprti so le plačilni načini plačila. (kot so PayPal Direct,  Authorize.Net, itd.)"
"Start Date","Datum pričetka"
"Start Date - Month","Datum pričetka - Mesec"
"Start Date - Year","Datum pričetka - Leto"
"State/Province","Zvezna država / provinca"
"Status","Status"
"Store View","Pogled trgovine"
"Store logo that is displayed on copyright page of app. Preferred size: 100px x 100px.","Logotip trgovine, ki je prikazan na strani o avtorskih pravicah. Priporočena velikost: 100px x 100px."
"Store logo that will be displayed on copyright page of application ","Logotip trgovine ki bo prikazan strani o avtorskih pravicah"
"Street Address","Ulica in hišna številka"
"Street Address 2","Ulica in hišna številka 2"
"Submission","Predložitev"
"Submission Fields","Polja za oddajo"
"Submission History","Zgodovina predložitev"
"Submit","Potrdi"
"Submit App","Potrdi aplikacijo"
"Submit App ""%s""","SPotrdi aplikacijo ""%s"""
"Submit App failure. %s","Potrdi napako aplikacije. %s"
"Submit App failure. Invalid activation key provided","Potrdi napako aplikacije. Podan napačen ključ za aktivacijo"
"Submit Application","Potrdi aplikacijo"
"Submitted","Potrjeno"
"Subtotal (Excl. Tax)","Skupaj (brez DDV)"
"Subtotal (Incl. Tax)","Skupaj (z DDV)"
"T-Shirts","Majice"
"Tabs","Zavihki"
"Telephone","Telefon"
"Tell a Friend","Posreduj prijatelju"
"Tell a Friend is disabled.","Funkcija Posreduj prijatelju je onemogočena."
"Tell a Friend link has been sent.","Povezava za Posreduj prijatelju je bila poslana."
"Template","Predloga"
"Template Content","Vsebina predloge"
"Template Name","Ime predloge"
"Template creation is allowed only for applications which have device type iPhone, but this kind of applications has not been found.","Kreiranje predloge je dovoljeno le za aplikacije, ki imajo naprave tipa iPhone, vendar takšne aplikacije ni bilo moč najti."
"Template does not exist.","Predloga ne obstaja."
"Template for new AirMail Message does not exist.","Predloga za novo AirMail sporočilo ne obstaja."
"Template has been deleted.","Predlgoa je bila zbrisana."
"Thank you for registering!","Zahvaljujemo se vam za registracijo!"
"Thank you for your purchase! ","Zahvaljujemo se vam za nakup! "
"The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>","Naziv poštnega nabiralnika bo prikazan v zavihku Več informacij. Za več informacij o nazivu prosim <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">kliknite tukaj</a>"
"Theme has been saved.","Tema je bila shranjena."
"Theme name is not set.","Ima teme ni nastavljeno."
"There were some problems with the data.","S podatki je nekaj težav."
"This email address was not found in our records.","Ta e-naslov ni bil najden v naši bazi."
"This icon will be  used for users’ devices in case if different than AppSore icon needed. ","Ta ikona bo uporabljena za naprave uporabnikov v primeru, če bi bila potreba po drugačni ikoni kot je AppSore. "
"This is the description that will appear in the iTunes marketplace. ","To je opis, ki se bo pokazal na iTunes tržnem prostoru. "
"This is the name that will appear beneath your app when users install it to their device.  .  We recommend choosing a name that is 10-12 characters in length, and that your customers will recognize.","To je ime, ki se bo prikazalo pod vašo aplikacijo, ko jo bo uporabnik namestil na svojo napravo. Priporočamo uporabo prepoznavenga imena dolžine 10-12 znakov."
"This will appear in the info section of your App (example:  Copyright 2010 – Your Company, Inc.)","To se bo pokazalo v info sektorju (primer:  Vse pravice pridržane 2010 – Vaše podjetje d.o.o.)"
"Title","Naziv"
"Title bar","Naslovna vrstica"
"To activate PayPal MEP payment method activate Express checkout first. ","Za aktivacijo PayPal MEP načina plačila je potrebno najprej aktivirati Express checkout. "
"Total incl. Tax: %1$s","Skupaj z DDV: %1$s"
"Unable to cancel queue.","Vrste ni možno prekiniti."
"Unable to collect cart totals.","Ni možno zbrati skupni seštevek košarice."
"Unable to delete queue.","Vrste ni možno zbrisati."
"Unable to find an app to delete.","Ni možno najti aplikacije, ki jo želite zbrisati."
"Unable to find template to delete.","Ni možno najti predloge, ki jo želite zbrisati."
"Unable to get shipping methods list.","Ni možno dobiti seznama načinov dostave."
"Unable to initialize MEP Checkout.","Ni možno zagnati MEP Zaključka naročila."
"Unable to load application form.","Ni možno nalagati obrazec za aplikacijo."
"Unable to load product info.","Ni možno naložiti podatkov o produktu."
"Unable to place the order.","Oddaja naročila ni možna."
"Unable to process preview.","Predogled ni možen."
"Unable to save app.","Aplikacije ni možno shraniti."
"Unable to save message.","Sporočila ni možno shraniti."
"Unable to save shipping address.","Naslova za dostavo ni možno shraniti."
"Unable to save shipping method.","Način dostave ni možno shraniti."
"Unable to save template.","Predloge ni možno shraniti."
